Litter ID,Species,Replicate,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
H15PA11,Poa arctica,1,Leaf,Herschel island,Herschel island,0.537,21/08/15,12/08/16,4.769,0.381,4.375,0.394,0.29,0.27,0.28
H15PA12,Poa arctica,1,Leaf,Herschel island,Herschel island,0.511,21/08/15,12/08/16,4.016,0.358,3.651,0.365,0.3,0.29,0.29
H15PA13,Poa arctica,1,Leaf,Herschel island,Herschel island,0.531,21/08/15,12/08/16,4.203,0.353,3.837,0.366,0.34,0.31,0.32
H15PA14,Poa arctica,1,Leaf,Herschel island,Herschel island,0.522,21/08/15,12/08/16,4.835,0.331,4.467,0.368,0.37,0.3,0.33
H15PA15,Poa arctica,1,Leaf,Herschel island,Herschel island,0.522,21/08/15,12/08/16,4.056,0.323,3.708,0.348,0.38,0.33,0.36
H15PA16,Poa arctica,2,Leaf,Herschel island,Herschel island,0.471,21/08/15,12/08/16,4.216,0.289,3.922,0.294,0.39,0.38,0.38
H15PA17,Poa arctica,2,Leaf,Herschel island,Herschel island,0.521,21/08/15,12/08/16,4.237,0.274,3.927,0.31,0.47,0.4,0.44
H15PA18,Poa arctica,2,Leaf,Herschel island,Herschel island,0.51,21/08/15,12/08/16,3.933,0.317,3.586,0.347,0.38,0.32,0.35
H15PA19,Poa arctica,2,Leaf,Herschel island,Herschel island,0.512,21/08/15,12/08/16,4.072,0.3,3.753,0.319,0.41,0.38,0.4
H15PA20,Poa arctica,2,Leaf,Herschel island,Herschel island,0.517,21/08/15,12/08/16,4.791,0.271,4.488,0.303,0.48,0.41,0.44
H15EV(l)1,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.544,21/08/15,08/08/17,3.565,0.358,3.191,0.374,34%,31%,0.33
H15EV(l)2,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.509,21/08/15,08/08/17,4.275,0.295,3.973,0.302,42%,41%,0.41
H15EV(l)3,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.541,21/08/15,08/08/17,4.168,0.326,3.831,0.337,40%,38%,0.39
H15EV(l)4,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.489,21/08/15,08/08/17,3.781,0.27,3.498,0.283,45%,42%,0.43
H15EV(l)5,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.5,21/08/15,08/08/17,5.011,0.284,4.724,0.287,43%,43%,0.43
H15EV(l)6,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.459,21/08/15,08/08/17,4.676,0.245,4.369,0.307,47%,33%,0.4
H15EV(l)7,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.516,21/08/15,08/08/17,4.067,0.306,3.754,0.313,41%,39%,0.4
H15EV(l)8,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.506,21/08/15,08/08/17,3.965,0.33,3.607,0.358,35%,29%,0.32
H15EV(l)9,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.461,21/08/15,08/08/17,4.072,0.277,3.811,0.261,40%,43%,0.42
H15EV(l)10,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.536,21/08/15,08/08/17,3.453,0.311,3.126,0.327,42%,39%,0.4
H15EV(l)11,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.507,21/08/15,12/08/16,4.857,0.307,4.511,0.346,0.39,0.32,0.36
H15EV(l)12,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.637,0.316,4.286,0.351,0.37,0.3,0.34
H15EV(l)13,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.498,21/08/15,12/08/16,4.213,0.3,3.9,0.313,0.4,0.37,0.38
H15EV(l)14,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.854,0.313,4.518,0.336,0.38,0.33,0.36
H15EV(l)15,Eriophorum vaginatum,1,Leaf,Herschel island,Herschel island,0.535,21/08/15,12/08/16,4.66,0.317,4.308,0.352,0.41,0.34,0.37
H15EV(l)16,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.54,21/08/15,12/08/16,4.579,0.317,4.248,0.331,0.41,0.39,0.4
H15EV(l)17,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.483,21/08/15,12/08/16,4.105,0.283,3.8,0.305,0.41,0.37,0.39
H15EV(l)18,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.48,21/08/15,12/08/16,4.588,0.279,4.272,0.316,0.42,0.34,0.38
H15EV(l)19,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.497,21/08/15,12/08/16,4.471,0.34,4.076,0.395,0.32,0.21,0.26
H15EV(l)20,Eriophorum vaginatum,2,Leaf,Herschel island,Herschel island,0.51,21/08/15,12/08/16,3.529,0.309,3.187,0.342,0.39,0.33,0.36
H15EV(f)1,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.535,21/08/15,08/08/17,3.671,0.315,3.329,0.342,41%,36%,0.39
H15EV(f)2,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.489,21/08/15,08/08/17,4.715,0.306,4.398,0.317,37%,35%,0.36
H15EV(f)3,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.486,21/08/15,08/08/17,3.871,0.279,3.574,0.297,43%,39%,0.41
H15EV(f)4,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.491,21/08/15,08/08/17,3.495,0.18,3.291,0.204,63%,58%,0.61
H15EV(f)5,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.517,21/08/15,08/08/17,3.161,0.138,3.007,0.154,73%,70%,0.72
H15EV(f)6,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.499,21/08/15,08/08/17,3.386,0.393,2.977,0.409,21%,18%,0.2
H15EV(f)7,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.509,21/08/15,08/08/17,4.101,0.323,3.769,0.332,37%,35%,0.36
H15EV(f)8,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.532,21/08/15,08/08/17,4.702,0.265,4.425,0.277,50%,48%,0.49
H15EV(f)9,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.529,21/08/15,08/08/17,4.266,0.262,3.99,0.276,50%,48%,0.49
H15EV(f)10,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.531,21/08/15,08/08/17,4.748,0.329,4.412,0.336,38%,37%,0.37
H15EV(f)11,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.483,21/08/15,12/08/16,4.018,0.344,3.643,0.375,0.29,0.22,0.26
H15EV(f)12,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.53,21/08/15,12/08/16,3.139,0.348,2.775,0.364,0.34,0.31,0.33
H15EV(f)13,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.487,21/08/15,12/08/16,3.271,0.304,2.951,0.32,0.38,0.34,0.36
H15EV(f)14,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.48,21/08/15,12/08/16,3.768,0.311,3.441,0.327,0.35,0.32,0.34
H15EV(f)15,Eriophorum vaginatum,1,Flower,Herschel island,Herschel island,0.483,21/08/15,12/08/16,3.789,0.259,3.512,0.277,0.46,0.43,0.45
H15EV(f)16,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.534,21/08/15,12/08/16,3.698,0.351,3.326,0.372,0.34,0.3,0.32
H15EV(f)17,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.5,21/08/15,12/08/16,3.89,0.321,3.536,0.354,0.36,0.29,0.33
H15EV(f)18,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.524,21/08/15,12/08/16,4.113,0.336,3.739,0.374,0.36,0.29,0.32
H15EV(f)19,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.507,21/08/15,12/08/16,3.301,0.339,2.913,0.388,0.33,0.23,0.28
H15EV(f)20,Eriophorum vaginatum,2,Flower,Herschel island,Herschel island,0.49,21/08/15,12/08/16,3.724,0.281,3.405,0.319,0.43,0.35,0.39
H15MA1,Moss A,1,Leaf,Herschel island,Herschel island,0.475,21/08/15,08/08/17,3.625,0.574,3.035,0.59,-21%,-24%,-0.23
H15MA2,Moss A,1,Leaf,Herschel island,Herschel island,0.483,21/08/15,08/08/17,4.464,0.495,3.954,0.51,-2%,-6%,-0.04
H15MA3,Moss A,1,Leaf,Herschel island,Herschel island,0.544,21/08/15,08/08/17,3.882,0.57,3.284,0.598,-5%,-10%,-0.07
H15MA4,Moss A,1,Leaf,Herschel island,Herschel island,0.504,21/08/15,08/08/17,4.607,0.513,4.074,0.533,-2%,-6%,-0.04
H15MA5,Moss A,1,Leaf,Herschel island,Herschel island,0.51,21/08/15,08/08/17,3.888,0.622,3.229,0.659,-22%,-29%,-0.26
H15MA6,Moss A,1,Leaf,Herschel island,Herschel island,0.514,21/08/15,12/08/16,4.392,0.505,3.866,0.526,0.02,-0.02,0
H15MA7,Moss A,1,Leaf,Herschel island,Herschel island,0.466,21/08/15,12/08/16,3.44,0.441,2.988,0.452,0.05,0.03,0.04
H15MA8,Moss A,1,Leaf,Herschel island,Herschel island,0.516,21/08/15,12/08/16,3.461,0.494,2.976,0.485,0.04,0.06,0.05
H15MA9,Moss A,1,Leaf,Herschel island,Herschel island,0.528,21/08/15,12/08/16,5.038,0.515,4.502,0.536,0.02,-0.02,0
H15MA10,Moss A,1,Leaf,Herschel island,Herschel island,0.51,21/08/15,12/08/16,4.939,0.51,4.414,0.525,0,-0.03,-0.01
H15MB1,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.512,21/08/15,08/08/17,4.155,0.501,3.643,0.512,2%,0%,0.01
H15MB2,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.493,21/08/15,08/08/17,3.271,0.456,2.804,0.467,8%,5%,0.06
H15MB3,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.522,21/08/15,08/08/17,3.673,0.52,3.136,0.537,0%,-3%,-0.01
H15MB4,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.42,21/08/15,08/08/17,4.264,0.525,3.722,0.542,-25%,-29%,-0.27
H15MB5,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.498,21/08/15,08/08/17,3.937,0.494,3.418,0.519,1%,-4%,-0.02
H15MB6,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.537,21/08/15,12/08/16,3.44,0.466,2.952,0.488,0.13,0.09,0.11
H15MB7,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.465,21/08/15,12/08/16,3.58,0.418,3.136,0.444,0.1,0.05,0.07
H15MB8,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.508,21/08/15,12/08/16,3.634,0.471,3.136,0.498,0.07,0.02,0.05
H15MB9,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.661,0.503,4.145,0.516,0,-0.02,-0.01
H15MB10,Moss B (sphagnum),1,Leaf,Herschel island,Herschel island,0.49,21/08/15,12/08/16,4.685,0.441,4.226,0.459,0.1,0.06,0.08
H15MC1,Moss C,1,Leaf,Herschel island,Herschel island,0.474,21/08/15,08/08/17,4.711,0.538,4.171,0.54,-14%,-14%,-0.14
H15MC2,Moss C,1,Leaf,Herschel island,Herschel island,0.496,21/08/15,08/08/17,3.357,0.498,2.864,0.493,0%,1%,0
H15MC3,Moss C,1,Leaf,Herschel island,Herschel island,0.485,21/08/15,08/08/17,4.995,0.49,4.502,0.493,-1%,-2%,-0.01
H15MC4,Moss C,1,Leaf,Herschel island,Herschel island,0.492,21/08/15,08/08/17,5.269,0.498,4.777,0.492,-1%,0%,-0.01
H15MC5,Moss C,1,Leaf,Herschel island,Herschel island,0.515,21/08/15,08/08/17,3.642,0.495,3.146,0.496,4%,4%,0.04
H15MC6,Moss C,1,Leaf,Herschel island,Herschel island,0.489,21/08/15,12/08/16,4.851,0.487,4.294,0.557,0,-0.14,-0.07
H15MC7,Moss C,1,Leaf,Herschel island,Herschel island,0.548,21/08/15,12/08/16,4.572,0.543,3.988,0.584,0.01,-0.07,-0.03
H15MC8,Moss C,1,Leaf,Herschel island,Herschel island,0.541,21/08/15,12/08/16,4.323,0.518,3.778,0.545,0.04,-0.01,0.02
H15MC9,Moss C,1,Leaf,Herschel island,Herschel island,0.535,21/08/15,12/08/16,3.859,0.52,3.316,0.543,0.03,-0.01,0.01
H15MC10,Moss C,1,Leaf,Herschel island,Herschel island,0.5,21/08/15,12/08/16,3.716,0.483,3.216,0.5,0.03,0,0.02
